"","plot","result","dl","method"
"1930","A-204-X-T1",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1931","A-205-C-5",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1932","A-205-C-10",108305,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1933","A-205-C-20",86675,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1934","A-205-C-30",85035,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1935","A-205-C-60",40730,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1936","A-205-C-T1",45410,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1937","A-206-P-5",1063830,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1938","A-206-P-10",139590,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1939","A-206-P-20",729855,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1940","A-206-P-30",1020615,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1941","A-206-P-60",1218170,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1942","A-206-P-T1",610940,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1943","A-405-X-5",10643.13333,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1944","A-405-X-10",65996.2,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1945","A-405-X-20",2022.4,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1946","A-405-X-30",16658.1,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1947","A-405-X-60",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1948","A-405-X-T1",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1949","A-406-S-5",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1950","A-406-S-10",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1951","A-406-S-20",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1952","A-406-S-30",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1953","A-406-S-60",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1954","A-406-S-T1",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1955","A-411-S-5",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1956","A-411-S-10",111990,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1957","A-411-S-20",9230.4,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1958","A-411-S-30",65860,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1959","A-411-S-60",5657.5,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1960","A-411-S-T1",6808.6,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1961","A-412-C-5",17169.2,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1962","A-412-C-10",4017.6,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1963","A-412-C-20",3742.1,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1964","A-412-C-30",4393.7,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1965","A-412-C-60",4479.1,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1966","A-412-C-T1",25335.5,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1967","A-502-S-5",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1968","A-502-S-10",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1969","A-502-S-20",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1970","A-502-S-30",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1971","A-502-S-60",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1972","A-502-S-T1",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1973","A-501-X-5",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1974","A-501-X-10",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1975","A-501-X-20",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1976","A-501-X-30",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1977","A-501-X-60",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1978","A-501-X-T1",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1979","A-107-C-5",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1980","A-107-C-10",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1981","A-107-C-20",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1982","A-107-C-30",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1983","A-107-C-60",2419600,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1984","A-107-C-T1",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1985","A-108-P-5",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1986","A-108-P-10",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1987","A-108-P-20",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1988","A-108-P-30",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1989","A-108-P-60",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1990","A-108-P-T1",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1991","A-209-C-5",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"1992","A-209-C-10",1011200,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1993","A-209-C-20",576845,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1994","A-209-C-30",579400,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1995","A-209-C-60",269910,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1996","A-209-C-T1",333020,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1997","A-210-S-5",1853.15,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1998","A-210-S-10",1949.55,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"1999","A-210-S-20",4839.2,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2000","A-210-S-30",4839.2,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2001","A-210-S-60",4839.2,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2002","A-210-S-T1",1986.3,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2003","A-111-S-5",2266.666667,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2004","A-111-S-10",1203.3,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2005","A-111-S-20",4839.2,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2006","A-111-S-30",4839.2,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2007","A-111-S-60",4839.2,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2008","A-111-S-T1",4839.2,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2009","A-112-P-5",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2010","A-112-P-10",665300,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2011","A-112-P-20",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2012","A-112-P-30",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2013","A-112-P-60",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2014","A-112-P-T1",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2015","A-307-C-5",223840,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2016","A-307-C-10",589515,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2017","A-307-C-20",652210,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2018","A-307-C-30",1553100,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2019","A-307-C-60",1299700,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2020","A-307-C-T1",2419600,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2021","A-308-X-5",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2022","A-308-X-10",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2023","A-308-X-20",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2024","A-308-X-30",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2025","A-308-X-60",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2026","A-308-X-T1",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2027","A-407-X-5",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2028","A-407-X-10",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2029","A-407-X-20",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2030","A-407-X-30",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2031","A-407-X-60",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2032","A-407-X-T1",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2033","A-408-P-5",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2034","A-408-P-10",2419600,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2035","A-408-P-20",186865,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2036","A-408-P-30",533500,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2037","A-408-P-60",1732900,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2038","A-408-P-T1",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2039","A-106-P-5",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2040","A-106-P-10",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2041","A-106-P-20",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2042","A-106-P-30",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2043","A-106-P-60",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2044","A-106-P-T1",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2045","A-105-X-5",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2046","A-105-X-10",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2047","A-105-X-20",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2048","A-105-X-30",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2049","A-105-X-60",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2050","A-105-X-T1",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2051","A-503-C-5",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2052","A-503-C-10",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2053","A-503-C-20",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2054","A-503-C-30",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2055","A-503-C-60",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2056","A-503-C-T1",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2057","A-504-X-5",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2058","A-504-X-10",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2059","A-504-X-20",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2060","A-504-X-30",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2061","A-504-X-60",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2062","A-504-X-T1",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2063","A-401-S-5",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2064","A-401-S-10",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2065","A-401-S-20",198630,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2066","A-401-S-30",48840,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2067","A-401-S-60",15074.7,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2068","A-401-S-T1",42552.9,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2069","A-402-X-5",55670,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2070","A-402-X-10",20031.3,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2071","A-402-X-20",19136.3,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2072","A-402-X-30",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2073","A-402-X-60",241960,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2074","A-402-X-T1",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2075","A-201-P-5",140876.6667,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2076","A-201-P-10",1203300,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2077","A-201-P-20",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2078","A-201-P-30",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2079","A-201-P-60",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2080","A-201-P-T1",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2081","A-202-S-5",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2082","A-202-S-10",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2083","A-202-S-20",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2084","A-202-S-30",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2085","A-202-S-60",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2086","A-202-S-T1",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2087","A-403-C-5",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2088","A-403-C-10",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2089","A-403-C-20",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2090","A-403-C-30",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2091","A-403-C-60",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2092","A-403-C-T1",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2093","A-404-P-5",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2094","A-404-P-10",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2095","A-404-P-20",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2096","A-404-P-30",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2097","A-404-P-60",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2098","A-404-P-T1",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2099","A-409-C-5",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2100","A-409-C-10",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2101","A-409-C-20",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2102","A-409-C-30",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2103","A-409-C-60",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2104","A-409-C-T1",2419600,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2105","A-410-S-5",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2106","A-410-S-10",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2107","A-410-S-20",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2108","A-410-S-30",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2109","A-410-S-60",241960,"TNTC","TotalColiformsCulturableColilert_MPNPer100ml"
"2110","A-410-S-T1",241960,"WR","TotalColiformsCulturableColilert_MPNPer100ml"
"2440","D-101-S-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2441","D-101-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2442","D-102-P-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2443","D-102-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2444","D-105-X-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2445","D-105-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2446","D-106-P-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2447","D-106-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2448","D-107-C-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2449","D-107-C-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2450","D-108-P-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2451","D-108-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2452","D-109-C-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2453","D-109-C-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2454","D-110-X-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2455","D-110-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2456","D-111-S-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2457","D-111-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2458","D-112-P-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2459","D-112-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2460","D-201-P-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2461","D-201-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2462","D-202-S-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2463","D-202-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2464","D-203-P-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2465","D-203-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2466","D-204-X-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2467","D-204-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2468","D-205-C-30-T2",0.036,"WR","CampylobacterCulturable_MPNPerML"
"2469","D-205-C-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2470","D-206-P-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2471","D-206-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2472","D-209-C-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2473","D-209-C-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2474","D-210-S-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2475","D-210-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2476","D-307-C-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2477","D-307-C-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2478","D-308-X-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2479","D-308-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2480","D-401-S-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2481","D-401-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2482","D-402-X-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2483","D-402-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2484","D-404-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2485","D-405-X-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2486","D-405-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2487","D-406-S-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2488","D-406-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2489","D-407-X-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2490","D-407-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2491","D-408-P-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2492","D-409-C-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2493","D-410-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2494","D-411-S-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2495","D-411-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2496","D-412-C-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2497","D-412-C-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2498","D-501-X-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2499","D-501-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2500","D-502-S-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2501","D-502-S-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2502","D-503-C-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2503","D-503-C-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2504","D-504-X-30-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2505","D-504-X-T2",0.03,"BDL","CampylobacterCulturable_MPNPerML"
"2506","D-101-S-30-T2",NA,"ANP","X"
"2507","D-101-S-T2",NA,"ANP","X"
"2508","D-102-P-30-T2",NA,"ANP","X"
"2509","D-102-P-T2",NA,"ANP","X"
"2510","D-105-X-30-T2",NA,"ANP","X"
"2511","D-105-X-T2",NA,"ANP","X"
"2512","D-106-P-30-T2",NA,"ANP","X"
"2513","D-106-P-T2",NA,"ANP","X"
"2514","D-107-C-30-T2",NA,"ANP","X"
"2515","D-107-C-T2",NA,"ANP","X"
"2516","D-108-P-30-T2",NA,"ANP","X"
"2517","D-108-P-T2",NA,"ANP","X"
"2518","D-109-C-30-T2",NA,"ANP","X"
"2519","D-109-C-T2",NA,"ANP","X"
"2520","D-110-X-30-T2",NA,"ANP","X"
"2521","D-110-X-T2",NA,"ANP","X"
"2522","D-111-S-30-T2",NA,"ANP","X"
"2523","D-111-S-T2",NA,"ANP","X"
"2524","D-112-P-30-T2",NA,"ANP","X"
"2525","D-112-P-T2",NA,"ANP","X"
"2526","D-201-P-30-T2",NA,"ANP","X"
"2527","D-201-P-T2",NA,"ANP","X"
"2528","D-202-S-30-T2",NA,"ANP","X"
"2529","D-202-S-T2",NA,"ANP","X"
"2530","D-203-P-30-T2",NA,"ANP","X"
"2531","D-203-P-T2",NA,"ANP","X"
"2532","D-204-X-30-T2",NA,"ANP","X"
"2533","D-204-X-T2",NA,"ANP","X"
"2534","D-205-C-30-T2",NA,"ANP","X"
"2535","D-205-C-T2",NA,"ANP","X"
"2536","D-206-P-30-T2",NA,"ANP","X"
"2537","D-206-P-T2",NA,"ANP","X"
"2538","D-209-C-30-T2",NA,"ANP","X"
"2539","D-209-C-T2",NA,"ANP","X"
"2540","D-210-S-30-T2",NA,"ANP","X"
"2541","D-210-S-T2",NA,"ANP","X"
"2542","D-307-C-30-T2",NA,"ANP","X"
"2543","D-307-C-T2",NA,"ANP","X"
"2544","D-308-X-30-T2",NA,"ANP","X"
"2545","D-308-X-T2",NA,"ANP","X"
"2546","D-401-S-30-T2",NA,"ANP","X"
"2547","D-401-S-T2",NA,"ANP","X"
"2548","D-402-X-30-T2",NA,"ANP","X"
"2549","D-402-X-T2",NA,"ANP","X"
"2550","D-403-C-30-T2",NA,"ANP","X"
"2551","D-403-C-T2",NA,"ANP","X"
"2552","D-404-P-30-T2",NA,"ANP","X"
"2553","D-404-P-T2",NA,"ANP","X"
"2554","D-405-X-30-T2",NA,"ANP","X"
"2555","D-405-X-T2",NA,"ANP","X"
"2556","D-406-S-30-T2",NA,"ANP","X"
"2557","D-406-S-T2",NA,"ANP","X"
"2558","D-407-X-30-T2",NA,"ANP","X"
"2559","D-407-X-T2",NA,"ANP","X"
"2560","D-408-P-30-T2",NA,"ANP","X"
"2561","D-408-P-T2",NA,"ANP","X"
"2562","D-409-C-30-T2",NA,"ANP","X"
"2563","D-409-C-T2",NA,"ANP","X"
"2564","D-410-S-30-T2",NA,"ANP","X"
"2565","D-410-S-T2",NA,"ANP","X"
"2566","D-411-S-30-T2",NA,"ANP","X"
"2567","D-411-S-T2",NA,"ANP","X"
"2568","D-412-C-30-T2",NA,"ANP","X"
"2569","D-412-C-T2",NA,"ANP","X"
"2570","D-501-X-30-T2",NA,"ANP","X"
"2571","D-501-X-T2",NA,"ANP","X"
"2572","D-502-S-30-T2",NA,"ANP","X"
"2573","D-502-S-T2",NA,"ANP","X"
"2574","D-503-C-30-T2",NA,"ANP","X"
"2575","D-503-C-T2",NA,"ANP","X"
"2576","D-504-X-30-T2",NA,"ANP","X"
"2577","D-504-X-T2",NA,"ANP","X"
"2578","D-403-C-15",NA,"ANP","ClostridiumCulturable_TSCF_CFUPer100ml"
"2579","D-403-C-30-T2",NA,"ANP","ClostridiumCulturable_TSCF_CFUPer100ml"
"2580","D-403-C-T2",NA,"ANP","ClostridiumCulturable_TSCF_CFUPer100ml"
"2581","D-404-P-30-T2",NA,"ANP","ClostridiumCulturable_TSCF_CFUPer100ml"
"2582","D-409-C-15",NA,"ANP","ClostridiumCulturable_TSCF_CFUPer100ml"
"2583","D-409-C-30-T2",NA,"ANP","ClostridiumCulturable_TSCF_CFUPer100ml"
"2584","D-409-C-T2",NA,"ANP","ClostridiumCulturable_TSCF_CFUPer100ml"
"2585","D-410-S-30-T2",NA,"ANP","ClostridiumCulturable_TSCF_CFUPer100ml"
"2586","D-101-S-15",148,"WR","ClostridiumCulturable_TSCF_CFUPer100ml"
"2587","D-101-S-30-T2",1330,"WR","ClostridiumCulturable_TSCF_CFUPer100ml"
"2588","D-101-S-T2",896.67,"WR","ClostridiumCulturable_TSCF_CFUPer100ml"
"2589","D-102-P-15",110,"WR","ClostridiumCulturable_TSCF_CFUPer100ml"
"2590","D-102-P-30-T2",150.67,"WR","ClostridiumCulturable_TSCF_CFUPer100ml"
"2591","D-102-P-T2",82.67,"WR","ClostridiumCulturable_TSCF_CFUPer100ml"
"2592","D-105-X-15",3,"WR","ClostridiumCulturable_TSCF_CFUPer100ml"
"2593","D-105-X-30-T2",1.67,"WR","ClostridiumCulturable_TSCF_CFUPer100ml"
"2594","D-105-X-T2",2,"WR","ClostridiumCulturable_TSCF_CFUPer100ml"
"2595","D-106-P-15",284.67,"WR","ClostridiumCulturable_TSCF_CFUPer100ml"
"2596","D-106-P-30-T2",182,"WR","ClostridiumCulturable_TSCF_CFUPer100ml"
